record_id,timestamp_sent,true_label,source
REC_2066,2026-05-17T11:02:15.149016,0,uci
REC_2067,2026-05-17T11:02:15.200210,0,uci
REC_2068,2026-05-17T11:02:15.250813,0,uci
REC_2069,2026-05-17T11:02:15.301366,0,uci
REC_2070,2026-05-17T11:02:15.352488,0,uci
REC_2071,2026-05-17T11:02:15.403175,0,uci
REC_2072,2026-05-17T11:02:15.453692,0,uci
REC_2073,2026-05-17T11:02:15.504920,0,uci
REC_2074,2026-05-17T11:02:15.555507,0,uci
REC_2075,2026-05-17T11:02:15.606365,0,uci
REC_2076,2026-05-17T11:02:15.657468,0,uci
REC_2077,2026-05-17T11:02:15.707956,0,uci
REC_2078,2026-05-17T11:02:15.758614,0,uci
REC_2079,2026-05-17T11:02:15.809121,0,uci
REC_2080,2026-05-17T11:02:15.860156,0,uci
REC_2081,2026-05-17T11:02:15.910724,0,uci
REC_2082,2026-05-17T11:02:15.961593,0,uci
REC_2083,2026-05-17T11:02:16.012043,0,uci
REC_2084,2026-05-17T11:02:16.062629,0,uci
REC_2085,2026-05-17T11:02:16.113200,0,uci
REC_2086,2026-05-17T11:02:16.163903,0,uci
REC_2087,2026-05-17T11:02:16.215121,0,uci
REC_2088,2026-05-17T11:02:16.265992,0,uci
REC_2089,2026-05-17T11:02:16.316649,0,uci
REC_2090,2026-05-17T11:02:16.368320,0,uci
REC_2091,2026-05-17T11:02:16.418720,0,uci
REC_2092,2026-05-17T11:02:16.469804,0,uci
REC_2093,2026-05-17T11:02:16.520505,0,uci
REC_2094,2026-05-17T11:02:16.571153,0,uci
REC_2095,2026-05-17T11:02:16.621625,0,uci
REC_2096,2026-05-17T11:02:16.672309,0,uci
REC_2097,2026-05-17T11:02:16.722864,0,uci
REC_2098,2026-05-17T11:02:16.773748,0,uci
REC_2099,2026-05-17T11:02:16.824695,0,uci
REC_2100,2026-05-17T11:02:16.875723,0,uci
REC_2101,2026-05-17T11:02:16.926492,0,uci
REC_2102,2026-05-17T11:02:16.976925,0,uci
REC_2103,2026-05-17T11:02:17.027373,0,uci
REC_2104,2026-05-17T11:02:17.078330,0,uci
REC_2105,2026-05-17T11:02:17.128943,0,uci
REC_2106,2026-05-17T11:02:17.179762,0,uci
REC_2107,2026-05-17T11:02:17.230218,0,uci
REC_2108,2026-05-17T11:02:17.280728,0,uci
REC_2109,2026-05-17T11:02:17.331375,0,uci
REC_2110,2026-05-17T11:02:17.382048,0,uci
REC_2111,2026-05-17T11:02:17.432532,0,uci
REC_2112,2026-05-17T11:02:17.483171,0,uci
REC_2113,2026-05-17T11:02:17.533699,0,uci
REC_2114,2026-05-17T11:02:17.584867,0,uci
REC_2115,2026-05-17T11:02:17.635825,0,uci
REC_2116,2026-05-17T11:02:17.686242,0,uci
REC_2117,2026-05-17T11:02:17.736893,0,uci
REC_2118,2026-05-17T11:02:17.787372,0,uci
REC_2119,2026-05-17T11:02:17.838087,0,uci
REC_2120,2026-05-17T11:02:17.888737,0,uci
REC_2121,2026-05-17T11:02:17.939350,0,uci
REC_2122,2026-05-17T11:02:17.990350,0,uci
REC_2123,2026-05-17T11:02:18.040645,0,uci
REC_2124,2026-05-17T11:02:18.091175,0,uci
REC_2125,2026-05-17T11:02:18.141721,0,uci
REC_2126,2026-05-17T11:02:18.192161,0,uci
REC_2127,2026-05-17T11:02:18.242536,0,uci
REC_2128,2026-05-17T11:02:18.293305,0,uci
REC_2129,2026-05-17T11:02:18.344219,0,uci
REC_2130,2026-05-17T11:02:18.394913,0,uci
REC_2131,2026-05-17T11:02:18.445615,0,uci
REC_2132,2026-05-17T11:02:18.496456,0,uci
REC_2133,2026-05-17T11:02:18.547068,0,uci
REC_2134,2026-05-17T11:02:18.597881,0,uci
REC_2135,2026-05-17T11:02:18.648329,0,uci
REC_2136,2026-05-17T11:02:18.699388,0,uci
REC_2137,2026-05-17T11:02:18.750133,0,uci
REC_2138,2026-05-17T11:02:18.801070,0,uci
REC_2139,2026-05-17T11:02:18.851640,0,uci
REC_2140,2026-05-17T11:02:18.902211,0,uci
REC_2141,2026-05-17T11:02:18.952805,0,uci
REC_2142,2026-05-17T11:02:19.003482,0,uci
REC_2143,2026-05-17T11:02:19.054115,0,uci
REC_2144,2026-05-17T11:02:19.104661,0,uci
REC_2145,2026-05-17T11:02:19.155462,0,uci
REC_2146,2026-05-17T11:02:19.206245,0,uci
REC_2147,2026-05-17T11:02:19.256998,0,uci
REC_2148,2026-05-17T11:02:19.307845,0,uci
REC_2149,2026-05-17T11:02:19.358833,0,uci
REC_2150,2026-05-17T11:02:19.409486,0,uci
REC_2151,2026-05-17T11:02:19.460350,0,uci
REC_2152,2026-05-17T11:02:19.511001,0,uci
REC_2153,2026-05-17T11:02:19.561925,0,uci
REC_2154,2026-05-17T11:02:19.612863,0,uci
REC_2155,2026-05-17T11:02:19.663546,0,uci
REC_2156,2026-05-17T11:02:19.714203,0,uci
REC_2157,2026-05-17T11:02:19.764676,0,uci
REC_2158,2026-05-17T11:02:19.815692,0,uci
REC_2159,2026-05-17T11:02:19.866057,0,uci
REC_2160,2026-05-17T11:02:19.916813,0,uci
REC_2161,2026-05-17T11:02:19.967601,0,uci
REC_2162,2026-05-17T11:02:20.019033,0,uci
REC_2163,2026-05-17T11:02:20.069456,0,uci
REC_2164,2026-05-17T11:02:20.120528,0,uci
REC_2165,2026-05-17T11:02:20.171050,0,uci
REC_2166,2026-05-17T11:02:20.222426,0,uci
REC_2167,2026-05-17T11:02:20.272820,0,uci
REC_2168,2026-05-17T11:02:20.323986,0,uci
REC_2169,2026-05-17T11:02:20.374884,0,uci
REC_2170,2026-05-17T11:02:20.426085,0,uci
REC_2171,2026-05-17T11:02:20.476617,0,uci
REC_2172,2026-05-17T11:02:20.527242,0,uci
REC_2173,2026-05-17T11:02:20.578013,0,uci
REC_2174,2026-05-17T11:02:20.628636,0,uci
REC_2175,2026-05-17T11:02:20.679099,0,uci
REC_2176,2026-05-17T11:02:20.730009,0,uci
REC_2177,2026-05-17T11:02:20.780975,0,uci
REC_2178,2026-05-17T11:02:20.831333,0,uci
REC_2179,2026-05-17T11:02:20.881770,0,uci
REC_2180,2026-05-17T11:02:20.932512,0,uci
REC_2181,2026-05-17T11:02:20.983292,0,uci
REC_2182,2026-05-17T11:02:21.033859,0,uci
REC_2183,2026-05-17T11:02:21.084590,0,uci
REC_2184,2026-05-17T11:02:21.135390,0,uci
REC_2185,2026-05-17T11:02:21.185947,0,uci
REC_2186,2026-05-17T11:02:21.236779,0,uci
REC_2187,2026-05-17T11:02:21.287658,0,uci
REC_2188,2026-05-17T11:02:21.338491,0,uci
REC_2189,2026-05-17T11:02:21.389704,0,uci
REC_2190,2026-05-17T11:02:21.440767,0,uci
REC_2191,2026-05-17T11:02:21.491853,0,uci
REC_2192,2026-05-17T11:02:21.542455,0,uci
REC_2193,2026-05-17T11:02:21.593510,0,uci
REC_2194,2026-05-17T11:02:21.644545,0,uci
REC_2195,2026-05-17T11:02:21.695034,0,uci
REC_2196,2026-05-17T11:02:21.745966,0,uci
REC_2197,2026-05-17T11:02:21.797004,0,uci
REC_2198,2026-05-17T11:02:21.847784,0,uci
REC_2199,2026-05-17T11:02:21.898456,0,uci
REC_2200,2026-05-17T11:02:21.948902,0,uci
REC_2201,2026-05-17T11:02:21.999438,0,uci
REC_2202,2026-05-17T11:02:22.050345,0,uci
REC_2203,2026-05-17T11:02:22.101370,0,uci
REC_2204,2026-05-17T11:02:22.151889,0,uci
REC_2205,2026-05-17T11:02:22.202467,0,uci
REC_2206,2026-05-17T11:02:22.252980,0,uci
REC_2207,2026-05-17T11:02:22.303510,0,uci
REC_2208,2026-05-17T11:02:22.354048,0,uci
REC_2209,2026-05-17T11:02:22.404702,0,uci
REC_2210,2026-05-17T11:02:22.455355,0,uci
REC_2211,2026-05-17T11:02:22.506274,0,uci
REC_2212,2026-05-17T11:02:22.556745,0,uci
REC_2213,2026-05-17T11:02:22.607519,0,uci
REC_2214,2026-05-17T11:02:22.658303,0,uci
REC_2215,2026-05-17T11:02:22.709203,0,uci
REC_2216,2026-05-17T11:02:22.759997,0,uci
REC_2217,2026-05-17T11:02:22.810787,0,uci
REC_2218,2026-05-17T11:02:22.862015,0,uci
REC_2219,2026-05-17T11:02:22.913396,0,uci
REC_2220,2026-05-17T11:02:22.964114,0,uci
REC_2221,2026-05-17T11:02:23.014879,0,uci
REC_2222,2026-05-17T11:02:23.065417,0,uci
REC_2223,2026-05-17T11:02:23.116178,0,uci
REC_2224,2026-05-17T11:02:23.166545,0,uci
REC_2225,2026-05-17T11:02:23.217240,0,uci
REC_2226,2026-05-17T11:02:23.268008,0,uci
REC_2227,2026-05-17T11:02:23.318463,0,uci
REC_2228,2026-05-17T11:02:23.369057,0,uci
REC_2229,2026-05-17T11:02:23.420273,0,uci
REC_2230,2026-05-17T11:02:23.470906,0,uci
REC_2231,2026-05-17T11:02:23.521512,0,uci
REC_2232,2026-05-17T11:02:23.572521,0,uci
REC_2233,2026-05-17T11:02:23.623051,0,uci
REC_2234,2026-05-17T11:02:23.673428,0,uci
REC_2235,2026-05-17T11:02:23.724019,0,uci
REC_2236,2026-05-17T11:02:23.774616,0,uci
REC_2237,2026-05-17T11:02:23.825383,0,uci
REC_2238,2026-05-17T11:02:23.876169,0,uci
REC_2239,2026-05-17T11:02:23.927060,0,uci
REC_2240,2026-05-17T11:02:23.977679,0,uci
REC_2241,2026-05-17T11:02:24.028378,0,uci
REC_2242,2026-05-17T11:02:24.079045,0,uci
REC_2243,2026-05-17T11:02:24.129731,0,uci
REC_2244,2026-05-17T11:02:24.180229,0,uci
REC_2245,2026-05-17T11:02:24.230992,0,uci
REC_2246,2026-05-17T11:02:24.281862,0,uci
REC_2247,2026-05-17T11:02:24.332300,0,uci
REC_2248,2026-05-17T11:02:24.382848,0,uci
REC_2249,2026-05-17T11:02:24.433594,0,uci
REC_2250,2026-05-17T11:02:24.484478,0,uci
REC_2251,2026-05-17T11:02:24.535333,0,uci
REC_2252,2026-05-17T11:02:24.586022,0,uci
REC_2253,2026-05-17T11:02:24.636592,0,uci
REC_2254,2026-05-17T11:02:24.687130,0,uci
REC_2255,2026-05-17T11:02:24.737760,0,uci
REC_2256,2026-05-17T11:02:24.788500,0,uci
REC_2257,2026-05-17T11:02:24.839006,0,uci
REC_2258,2026-05-17T11:02:24.889814,0,uci
REC_2259,2026-05-17T11:02:24.940269,0,uci
REC_2260,2026-05-17T11:02:24.990833,0,uci
REC_2261,2026-05-17T11:02:25.041567,0,uci
REC_2262,2026-05-17T11:02:25.092615,0,uci
REC_2263,2026-05-17T11:02:25.143169,0,uci
REC_2264,2026-05-17T11:02:25.193872,0,uci
REC_2265,2026-05-17T11:02:25.244579,0,uci
REC_2266,2026-05-17T11:02:25.295122,0,uci
REC_2267,2026-05-17T11:02:25.345610,0,uci
REC_2268,2026-05-17T11:02:25.396008,0,uci
REC_2269,2026-05-17T11:02:25.446837,0,uci
REC_2270,2026-05-17T11:02:25.497494,0,uci
REC_2271,2026-05-17T11:02:25.548492,0,uci
REC_2272,2026-05-17T11:02:25.599209,0,uci
REC_2273,2026-05-17T11:02:25.649798,0,uci
REC_2274,2026-05-17T11:02:25.700617,0,uci
REC_2275,2026-05-17T11:02:25.752192,0,uci
REC_2276,2026-05-17T11:02:25.803332,0,uci
REC_2277,2026-05-17T11:02:25.853928,0,uci
REC_2278,2026-05-17T11:02:25.904342,0,uci
REC_2279,2026-05-17T11:02:25.955179,0,uci
REC_2280,2026-05-17T11:02:26.005792,0,uci
REC_2281,2026-05-17T11:02:26.056630,0,uci
REC_2282,2026-05-17T11:02:26.107374,0,uci
REC_2283,2026-05-17T11:02:26.157736,0,uci
REC_2284,2026-05-17T11:02:26.208362,0,uci
REC_2285,2026-05-17T11:02:26.258880,0,uci
REC_2286,2026-05-17T11:02:26.309565,0,uci
REC_2287,2026-05-17T11:02:26.360165,0,uci
REC_2288,2026-05-17T11:02:26.410700,0,uci
REC_2289,2026-05-17T11:02:26.461217,0,uci
REC_2290,2026-05-17T11:02:26.511748,0,uci
REC_2291,2026-05-17T11:02:26.562722,0,uci
REC_2292,2026-05-17T11:02:26.613247,0,uci
REC_2293,2026-05-17T11:02:26.663764,0,uci
REC_2294,2026-05-17T11:02:26.714314,0,uci
REC_2295,2026-05-17T11:02:26.764938,0,uci
REC_2296,2026-05-17T11:02:26.815975,0,uci
REC_2297,2026-05-17T11:02:26.866993,0,uci
REC_2298,2026-05-17T11:02:26.917750,0,uci
REC_2299,2026-05-17T11:02:26.968759,0,uci
REC_2300,2026-05-17T11:02:27.019317,0,uci
REC_2301,2026-05-17T11:02:27.069821,0,uci
REC_2302,2026-05-17T11:02:27.120650,0,uci
REC_2303,2026-05-17T11:02:27.171681,0,uci
REC_2304,2026-05-17T11:02:27.222277,0,uci
REC_2305,2026-05-17T11:02:27.272922,0,uci
REC_2306,2026-05-17T11:02:27.323487,0,uci
REC_2307,2026-05-17T11:02:27.374287,0,uci
REC_2308,2026-05-17T11:02:27.425316,0,uci
REC_2309,2026-05-17T11:02:27.475919,0,uci
REC_2310,2026-05-17T11:02:27.526429,0,uci
REC_2311,2026-05-17T11:02:27.577120,0,uci
REC_2312,2026-05-17T11:02:27.628166,0,uci
REC_2313,2026-05-17T11:02:27.679145,0,uci
REC_2314,2026-05-17T11:02:27.729737,0,uci
REC_2315,2026-05-17T11:02:27.780518,0,uci
REC_2316,2026-05-17T11:02:27.831073,0,uci
REC_2317,2026-05-17T11:02:27.881749,0,uci
REC_2318,2026-05-17T11:02:27.932258,0,uci
REC_2319,2026-05-17T11:02:27.983109,0,uci
REC_2320,2026-05-17T11:02:28.033783,0,uci
REC_2321,2026-05-17T11:02:28.084477,0,uci
REC_2322,2026-05-17T11:02:28.135095,0,uci
REC_2323,2026-05-17T11:02:28.185591,0,uci
REC_2324,2026-05-17T11:02:28.236373,0,uci
REC_2325,2026-05-17T11:02:28.287144,0,uci
REC_2326,2026-05-17T11:02:28.337965,0,uci
REC_2327,2026-05-17T11:02:28.388531,0,uci
REC_2328,2026-05-17T11:02:28.439056,0,uci
REC_2329,2026-05-17T11:02:28.489712,0,uci
REC_2330,2026-05-17T11:02:28.540532,0,uci
REC_2331,2026-05-17T11:02:28.591044,0,uci
REC_2332,2026-05-17T11:02:28.641767,0,uci
REC_2333,2026-05-17T11:02:28.692183,0,uci
REC_2334,2026-05-17T11:02:28.742867,0,uci
REC_2335,2026-05-17T11:02:28.793809,0,uci
REC_2336,2026-05-17T11:02:28.844171,0,uci
REC_2337,2026-05-17T11:02:28.894947,0,uci
REC_2338,2026-05-17T11:02:28.945751,0,uci
REC_2339,2026-05-17T11:02:28.996275,0,uci
REC_2340,2026-05-17T11:02:29.047005,0,uci
REC_2341,2026-05-17T11:02:29.097796,0,uci
REC_2342,2026-05-17T11:02:29.148394,0,uci
REC_2343,2026-05-17T11:02:29.199013,0,uci
REC_2344,2026-05-17T11:02:29.249682,0,uci
REC_2345,2026-05-17T11:02:29.300154,0,uci
REC_2346,2026-05-17T11:02:29.350662,0,uci
REC_2347,2026-05-17T11:02:29.401326,0,uci
REC_2348,2026-05-17T11:02:29.452044,0,uci
REC_2349,2026-05-17T11:02:29.502861,0,uci
REC_2350,2026-05-17T11:02:29.553334,0,uci
REC_2351,2026-05-17T11:02:29.603961,0,uci
REC_2352,2026-05-17T11:02:29.654688,0,uci
REC_2353,2026-05-17T11:02:29.705476,0,uci
REC_2354,2026-05-17T11:02:29.756023,0,uci
REC_2355,2026-05-17T11:02:29.806773,0,uci
REC_2356,2026-05-17T11:02:29.857384,0,uci
REC_2357,2026-05-17T11:02:29.907955,0,uci
REC_2358,2026-05-17T11:02:29.958685,0,uci
REC_2359,2026-05-17T11:02:30.009505,0,uci
REC_2360,2026-05-17T11:02:30.060333,0,uci
REC_2361,2026-05-17T11:02:30.111609,0,uci
REC_2362,2026-05-17T11:02:30.162026,0,uci
REC_2363,2026-05-17T11:02:30.212672,0,uci
REC_2364,2026-05-17T11:02:30.263577,0,uci
REC_2365,2026-05-17T11:02:30.314546,0,uci
REC_2366,2026-05-17T11:02:30.365308,0,uci
REC_2367,2026-05-17T11:02:30.416131,0,uci
REC_2368,2026-05-17T11:02:30.466626,0,uci
REC_2369,2026-05-17T11:02:30.517253,0,uci
REC_2370,2026-05-17T11:02:30.567982,0,uci
REC_2371,2026-05-17T11:02:30.618617,0,uci
REC_2372,2026-05-17T11:02:30.669205,0,uci
REC_2373,2026-05-17T11:02:30.719642,0,uci
REC_2374,2026-05-17T11:02:30.770259,0,uci
REC_2375,2026-05-17T11:02:30.820962,0,uci
REC_2376,2026-05-17T11:02:30.871713,0,uci
REC_2377,2026-05-17T11:02:30.922150,0,uci
REC_2378,2026-05-17T11:02:30.972897,0,uci
REC_2379,2026-05-17T11:02:31.023621,0,uci
REC_2380,2026-05-17T11:02:31.074313,0,uci
REC_2381,2026-05-17T11:02:31.125136,0,uci
REC_2382,2026-05-17T11:02:31.175799,0,uci
REC_2383,2026-05-17T11:02:31.226658,0,uci
REC_2384,2026-05-17T11:02:31.277211,0,uci
REC_2385,2026-05-17T11:02:31.327787,0,uci
REC_2386,2026-05-17T11:02:31.378476,0,uci
REC_2387,2026-05-17T11:02:31.428950,0,uci
REC_2388,2026-05-17T11:02:31.479439,0,uci
REC_2389,2026-05-17T11:02:31.530289,0,uci
REC_2390,2026-05-17T11:02:31.580921,0,uci
REC_2391,2026-05-17T11:02:31.632271,0,uci
REC_2392,2026-05-17T11:02:31.683339,0,uci
REC_2393,2026-05-17T11:02:31.734068,0,uci
REC_2394,2026-05-17T11:02:31.784696,0,uci
REC_2395,2026-05-17T11:02:31.835293,0,uci
REC_2396,2026-05-17T11:02:31.885789,0,uci
REC_2397,2026-05-17T11:02:31.937070,0,uci
REC_2398,2026-05-17T11:02:31.987992,0,uci
REC_2399,2026-05-17T11:02:32.038497,0,uci
REC_2400,2026-05-17T11:02:32.088962,0,uci
REC_2401,2026-05-17T11:02:32.139970,0,uci
REC_2402,2026-05-17T11:02:32.190900,0,uci
REC_2403,2026-05-17T11:02:32.241340,0,uci
REC_2404,2026-05-17T11:02:32.291871,0,uci
REC_2405,2026-05-17T11:02:32.342961,0,uci
REC_2406,2026-05-17T11:02:32.393510,0,uci
REC_2407,2026-05-17T11:02:32.444085,0,uci
REC_2408,2026-05-17T11:02:32.495012,0,uci
REC_2409,2026-05-17T11:02:32.545478,0,uci
REC_2410,2026-05-17T11:02:32.595787,0,uci
REC_2411,2026-05-17T11:02:32.646468,0,uci
REC_2412,2026-05-17T11:02:32.697256,0,uci
REC_2413,2026-05-17T11:02:32.748181,0,uci
REC_2414,2026-05-17T11:02:32.799112,0,uci
REC_2415,2026-05-17T11:02:32.850012,0,uci
REC_2416,2026-05-17T11:02:32.900789,0,uci
REC_2417,2026-05-17T11:02:32.951537,0,uci
REC_2418,2026-05-17T11:02:33.002177,0,uci
REC_2419,2026-05-17T11:02:33.052523,0,uci
REC_2420,2026-05-17T11:02:33.103190,0,uci
REC_2421,2026-05-17T11:02:33.153968,0,uci
REC_2422,2026-05-17T11:02:33.204495,0,uci
REC_2423,2026-05-17T11:02:33.254807,0,uci
REC_2424,2026-05-17T11:02:33.305391,0,uci
REC_2425,2026-05-17T11:02:33.356388,0,uci
REC_2426,2026-05-17T11:02:33.407029,0,uci
REC_2427,2026-05-17T11:02:33.457672,0,uci
REC_2428,2026-05-17T11:02:33.508375,0,uci
REC_2429,2026-05-17T11:02:33.558991,0,uci
REC_2430,2026-05-17T11:02:33.609520,0,uci
REC_2431,2026-05-17T11:02:33.660329,0,uci
REC_2432,2026-05-17T11:02:33.710663,0,uci
REC_2433,2026-05-17T11:02:33.761262,0,uci
REC_2434,2026-05-17T11:02:33.811943,0,uci
REC_2435,2026-05-17T11:02:33.862778,0,uci
REC_2436,2026-05-17T11:02:33.913097,0,uci
REC_2437,2026-05-17T11:02:33.963830,0,uci
REC_2438,2026-05-17T11:02:34.014585,0,uci
REC_2439,2026-05-17T11:02:34.065222,0,uci
REC_2440,2026-05-17T11:02:34.115948,0,uci
REC_2441,2026-05-17T11:02:34.166677,0,uci
REC_2442,2026-05-17T11:02:34.217425,0,uci
REC_2443,2026-05-17T11:02:34.268047,0,uci
REC_2444,2026-05-17T11:02:34.319339,0,uci
REC_2445,2026-05-17T11:02:34.370567,0,uci
REC_2446,2026-05-17T11:02:34.421481,0,uci
REC_2447,2026-05-17T11:02:34.471977,0,uci
REC_2448,2026-05-17T11:02:34.522505,0,uci
REC_2449,2026-05-17T11:02:34.573527,0,uci
REC_2450,2026-05-17T11:02:34.624390,0,uci
REC_2451,2026-05-17T11:02:34.674824,0,uci
REC_2452,2026-05-17T11:02:34.725460,0,uci
REC_2453,2026-05-17T11:02:34.776134,0,uci
REC_2454,2026-05-17T11:02:34.827253,0,uci
REC_2455,2026-05-17T11:02:34.877854,0,uci
REC_2456,2026-05-17T11:02:34.928820,0,uci
REC_2457,2026-05-17T11:02:34.979555,0,uci
REC_2458,2026-05-17T11:02:35.030012,0,uci
REC_2459,2026-05-17T11:02:35.080511,0,uci
REC_2460,2026-05-17T11:02:35.131294,0,uci
REC_2461,2026-05-17T11:02:35.182110,0,uci
REC_2462,2026-05-17T11:02:35.232592,0,uci
REC_2463,2026-05-17T11:02:35.283112,0,uci
REC_2464,2026-05-17T11:02:35.334033,0,uci
REC_2465,2026-05-17T11:02:35.384644,0,uci
REC_2466,2026-05-17T11:02:35.435033,0,uci
REC_2467,2026-05-17T11:02:35.485755,0,uci
REC_2468,2026-05-17T11:02:35.536231,0,uci
REC_2469,2026-05-17T11:02:35.587462,0,uci
REC_2470,2026-05-17T11:02:35.637922,0,uci
REC_2471,2026-05-17T11:02:35.688556,0,uci
REC_2472,2026-05-17T11:02:35.739376,0,uci
REC_2473,2026-05-17T11:02:35.789725,0,uci
REC_2474,2026-05-17T11:02:35.840835,0,uci
REC_2475,2026-05-17T11:02:35.891477,0,uci
REC_2476,2026-05-17T11:02:35.942501,0,uci
REC_2477,2026-05-17T11:02:35.993124,0,uci
REC_2478,2026-05-17T11:02:36.044205,0,uci
REC_2479,2026-05-17T11:02:36.094970,0,uci
REC_2480,2026-05-17T11:02:36.145763,0,uci
REC_2481,2026-05-17T11:02:36.196405,0,uci
REC_2482,2026-05-17T11:02:36.247211,0,uci
REC_2483,2026-05-17T11:02:36.297739,0,uci
REC_2484,2026-05-17T11:02:36.348832,0,uci
REC_2485,2026-05-17T11:02:36.399988,0,uci
REC_2486,2026-05-17T11:02:36.450571,0,uci
REC_2487,2026-05-17T11:02:36.501114,0,uci
REC_2488,2026-05-17T11:02:36.551669,0,uci
REC_2489,2026-05-17T11:02:36.602817,0,uci
REC_2490,2026-05-17T11:02:36.653665,0,uci
REC_2491,2026-05-17T11:02:36.704541,0,uci
REC_2492,2026-05-17T11:02:36.755068,0,uci
REC_2493,2026-05-17T11:02:36.805508,0,uci
REC_2494,2026-05-17T11:02:36.856590,0,uci
REC_2495,2026-05-17T11:02:36.907644,0,uci
REC_2496,2026-05-17T11:02:36.958708,0,uci
REC_2497,2026-05-17T11:02:37.009296,0,uci
REC_2498,2026-05-17T11:02:37.060139,0,uci
REC_2499,2026-05-17T11:02:37.110703,0,uci
REC_2500,2026-05-17T11:02:37.161326,0,uci
REC_2501,2026-05-17T11:02:37.211976,0,uci
REC_2502,2026-05-17T11:02:37.262833,0,uci
REC_2503,2026-05-17T11:02:37.313684,0,uci
REC_2504,2026-05-17T11:02:37.364421,0,uci
REC_2505,2026-05-17T11:02:37.415113,0,uci
REC_2506,2026-05-17T11:02:37.466172,0,uci
REC_2507,2026-05-17T11:02:37.517264,0,uci
REC_2508,2026-05-17T11:02:37.568280,0,uci
REC_2509,2026-05-17T11:02:37.619041,0,uci
REC_2510,2026-05-17T11:02:37.669699,0,uci
REC_2511,2026-05-17T11:02:37.720197,0,uci
REC_2512,2026-05-17T11:02:37.770881,0,uci
REC_2513,2026-05-17T11:02:37.821572,0,uci
REC_2514,2026-05-17T11:02:37.872560,0,uci
REC_2515,2026-05-17T11:02:37.923123,0,uci
REC_2516,2026-05-17T11:02:37.973613,0,uci
REC_2517,2026-05-17T11:02:38.024190,0,uci
REC_2518,2026-05-17T11:02:38.074819,0,uci
REC_2519,2026-05-17T11:02:38.125882,0,uci
REC_2520,2026-05-17T11:02:38.176207,0,uci
REC_2521,2026-05-17T11:02:38.226946,0,uci
REC_2522,2026-05-17T11:02:38.277608,0,uci
REC_2523,2026-05-17T11:02:38.328612,0,uci
REC_2524,2026-05-17T11:02:38.379356,0,uci
REC_2525,2026-05-17T11:02:38.430083,0,uci
REC_2526,2026-05-17T11:02:38.481196,0,uci
REC_2527,2026-05-17T11:02:38.531727,0,uci
REC_2528,2026-05-17T11:02:38.582148,0,uci
REC_2529,2026-05-17T11:02:38.632957,0,uci
REC_2530,2026-05-17T11:02:38.683883,0,uci
REC_2531,2026-05-17T11:02:38.734368,0,uci
REC_2532,2026-05-17T11:02:38.784840,0,uci
REC_2533,2026-05-17T11:02:38.835963,0,uci
REC_2534,2026-05-17T11:02:38.886973,0,uci
REC_2535,2026-05-17T11:02:38.937719,0,uci
REC_2536,2026-05-17T11:02:38.988202,0,uci
REC_2537,2026-05-17T11:02:39.038852,0,uci
REC_2538,2026-05-17T11:02:39.089570,0,uci
REC_2539,2026-05-17T11:02:39.140360,0,uci
REC_2540,2026-05-17T11:02:39.191527,0,uci
REC_2541,2026-05-17T11:02:39.242381,0,uci
REC_2542,2026-05-17T11:02:39.293664,0,uci
REC_2543,2026-05-17T11:02:39.344192,0,uci
REC_2544,2026-05-17T11:02:39.394916,0,uci
REC_2545,2026-05-17T11:02:39.445913,0,uci
REC_2546,2026-05-17T11:02:39.496305,0,uci
REC_2547,2026-05-17T11:02:39.546971,0,uci
REC_2548,2026-05-17T11:02:39.597583,0,uci
REC_2549,2026-05-17T11:02:39.648211,0,uci
REC_2550,2026-05-17T11:02:39.698541,0,uci
REC_2551,2026-05-17T11:02:39.749410,0,uci
REC_2552,2026-05-17T11:02:39.800530,0,uci
REC_2553,2026-05-17T11:02:39.851466,0,uci
REC_2554,2026-05-17T11:02:39.901873,0,uci
REC_2555,2026-05-17T11:02:39.952652,0,uci
REC_2556,2026-05-17T11:02:40.002944,0,uci
REC_2557,2026-05-17T11:02:40.053809,0,uci
REC_2558,2026-05-17T11:02:40.104672,0,uci
REC_2559,2026-05-17T11:02:40.155784,0,uci
REC_2560,2026-05-17T11:02:40.206576,0,uci
REC_2561,2026-05-17T11:02:40.257691,0,uci
REC_2562,2026-05-17T11:02:40.308691,0,uci
REC_2563,2026-05-17T11:02:40.359482,0,uci
REC_2564,2026-05-17T11:02:40.410480,0,uci
REC_2565,2026-05-17T11:02:40.461599,0,uci
REC_2566,2026-05-17T11:02:40.512145,0,uci
REC_2567,2026-05-17T11:02:40.562602,0,uci
REC_2568,2026-05-17T11:02:40.613541,0,uci
REC_2569,2026-05-17T11:02:40.664180,0,uci
REC_2570,2026-05-17T11:02:40.714757,0,uci
REC_2571,2026-05-17T11:02:40.765614,0,uci
REC_2572,2026-05-17T11:02:40.816457,0,uci
REC_2573,2026-05-17T11:02:40.867006,0,uci
REC_2574,2026-05-17T11:02:40.917889,0,uci
REC_2575,2026-05-17T11:02:40.968449,0,uci
REC_2576,2026-05-17T11:02:41.019477,0,uci
REC_2577,2026-05-17T11:02:41.070092,0,uci
REC_2578,2026-05-17T11:02:41.120636,0,uci
REC_2579,2026-05-17T11:02:41.171257,0,uci
REC_2580,2026-05-17T11:02:41.222131,0,uci
REC_2581,2026-05-17T11:02:41.273064,0,uci
REC_2582,2026-05-17T11:02:41.323904,0,uci
